Model,Version,Accuracy,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Macro,Recall_Macro,F1_Macro,Balanced_Accuracy,MCC,Cohen_Kappa,ROC_AUC,Log_Loss
XGBoost,Default,0.9621749408983451,0.9612843278701814,0.9621749408983451,0.9609852247281909,0.9449236179799977,0.9184803702045081,0.9300360252841758,0.9184803702045081,0.8947350610191529,0.8935162604823864,0.9886396519746257,0.14095249772071838
XGBoost,Tuned,0.9645390070921985,0.9638967977593996,0.9645390070921985,0.9638018457664217,0.9468852319598587,0.9289645220679703,0.9369749598066871,0.9289645220679703,0.9016601543486528,0.9010186730730231,0.9892411673588151,0.1308068186044693
