Threshold,Accuracy_mean,Accuracy_std,Weighted Precision_mean,Weighted Precision_std,Weighted Recall_mean,Weighted Recall_std,Weighted F1_mean,Weighted F1_std,Macro F1_mean,Macro F1_std,F1 - Normal_mean,F1 - Normal_std,F1 - Suspect_mean,F1 - Suspect_std,F1 - Pathological_mean,F1 - Pathological_std,Pathological Recall_mean,Pathological Recall_std,Pathological Precision_mean,Pathological Precision_std,ROC-AUC_mean,ROC-AUC_std,MCC_mean,MCC_std,Cohen's Kappa_mean,Cohen's Kappa_std
0.1,0.6304668304668304,0.03723937374333149,0.5905413865724123,0.03579549287530451,0.6304668304668304,0.03723937374333149,0.601744860918726,0.032736467113123384,0.3501985561533435,0.026819241450184737,0.757797190578312,0.030201513099814892,0.29279847788171876,0.06533107215491722,0.0,0.0,0.0,0.0,0.0,0.0,0.5564232021412895,0.057932103082424795,0.08910669739747128,0.07444533230139294,0.08437321163015621,0.07015945251859902
0.15,0.6322850122850122,0.038359169172862015,0.5892637575705084,0.037279278229169134,0.6322850122850122,0.038359169172862015,0.6021768353122446,0.03401773646922878,0.3500339844167549,0.027564290452415135,0.7593084878998742,0.030572140426359737,0.2907934653503904,0.06549057402341762,0.0,0.0,0.0,0.0,0.0,0.0,0.5564232021412895,0.057932103082424795,0.08893366895774157,0.07758292547684459,0.08398887707432152,0.0730743929471148
0.2,0.634103194103194,0.04138967933987167,0.5861741774128914,0.039515441964844675,0.634103194103194,0.04138967933987167,0.6015553761381621,0.03710178443447978,0.34949535909307333,0.02875604031694506,0.7589504735640498,0.03585226156286244,0.2895356037151703,0.06436905698360722,0.0,0.0,0.0,0.0,0.0,0.0,0.5564232021412895,0.057932103082424795,0.08442240721539354,0.09064961285568757,0.07914440201880221,0.08495912551320442
0.25,0.634103194103194,0.04138967933987167,0.5861741774128914,0.039515441964844675,0.634103194103194,0.04138967933987167,0.6015553761381621,0.03710178443447978,0.34949535909307333,0.02875604031694506,0.7589504735640498,0.03585226156286244,0.2895356037151703,0.06436905698360722,0.0,0.0,0.0,0.0,0.0,0.0,0.5564232021412895,0.057932103082424795,0.08442240721539354,0.09064961285568757,0.07914440201880221,0.08495912551320442
0.3,0.634103194103194,0.04138967933987167,0.5861741774128914,0.039515441964844675,0.634103194103194,0.04138967933987167,0.6015553761381621,0.03710178443447978,0.34949535909307333,0.02875604031694506,0.7589504735640498,0.03585226156286244,0.2895356037151703,0.06436905698360722,0.0,0.0,0.0,0.0,0.0,0.0,0.5564232021412895,0.057932103082424795,0.08442240721539354,0.09064961285568757,0.07914440201880221,0.08495912551320442
