Model,Version,Accuracy,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Macro,Recall_Macro,F1_Macro,Balanced_Accuracy,MCC,Cohen_Kappa,ROC_AUC,Log_Loss
XGBoost,Default,0.9621749408983451,0.9612843278701814,0.9621749408983451,0.9609852247281909,0.9449236179799977,0.9184803702045081,0.9300360252841758,0.9184803702045081,0.8947350610191529,0.8935162604823864,0.9886396519746257,0.14095249772071838
