Threshold,Precision,Recall,F1,Predicted_Suspect_Count
0.3,0.9056603773584906,0.8275862068965517,0.8648648648648649,53
0.35,0.9038461538461539,0.8103448275862069,0.8545454545454545,52
0.4,0.9038461538461539,0.8103448275862069,0.8545454545454545,52
0.45,0.9019607843137255,0.7931034482758621,0.8440366972477065,51
0.5,0.92,0.7931034482758621,0.8518518518518519,50
0.55,0.92,0.7931034482758621,0.8518518518518519,50
0.6,0.9183673469387755,0.7758620689655172,0.8411214953271028,49
0.65,0.9183673469387755,0.7758620689655172,0.8411214953271028,49
0.7,0.9565217391304348,0.7586206896551724,0.8461538461538461,46
